Primary_Key,DBN,Subgroup,n_count_ccr,ccr_rate,n_count_graduation_rate,graduation_rate,n_count_hs_persistence_rate,hs_persistence_rate,n_count_90pct_attendance,90pct_attendance_rate,n_count_enrollment,enrollment_rate,readiness_gap
03M492_Asian,03M492,Asian,3,,3,,3,,17,0.471,2,,
03M492_Black,03M492,Black,23,0.0035399999999999997,23,0.609,23,0.913,136,0.243,25,0.72,0.255
03M492_Hispanic or Latinx,03M492,Hispanic,65,0.00446,65,0.815,65,0.923,341,0.375,65,0.677,0.36899999999999994
03M492_White,03M492,White,4,,4,,4,,,,3,,
03M494_Asian,03M494,Asian,3,,3,,3,,10,,4,,
03M494_Black,03M494,Black,22,0.004039999999999999,22,0.818,22,0.909,127,0.331,30,0.6,0.414
03M494_Hispanic or Latinx,03M494,Hispanic,62,0.00431,62,0.887,62,0.919,270,0.352,62,0.581,0.456
03M494_White,03M494,White,,,,,,,,,,,
03M541_Asian,03M541,Asian,33,0.00907,33,1.0,33,1.0,116,0.853,32,0.969,0.09299999999999997
03M541_Black,03M541,Black,12,,12,,12,,59,0.932,19,0.895,
03M541_Hispanic or Latinx,03M541,Hispanic,31,0.0085,31,1.0,31,1.0,185,0.849,36,0.917,0.15000000000000002
03M541_White,03M541,White,27,0.009179999999999999,27,1.0,27,1.0,,,15,0.8,0.08200000000000007
03M610_Asian,03M610,Asian,5,,5,,5,,13,,9,,
03M610_Black,03M610,Black,16,0.006709999999999999,16,0.938,16,1.0,84,0.5,15,0.8,0.267
03M610_Hispanic or Latinx,03M610,Hispanic,41,0.00705,41,1.0,41,1.0,153,0.542,49,0.959,0.29500000000000004
03M610_White,03M610,White,,,,,,,,,2,,
03M859_Asian,03M859,Asian,6,,6,,6,,28,0.893,5,,
03M859_Black,03M859,Black,9,,9,,9,,14,,1,,
03M859_Hispanic or Latinx,03M859,Hispanic,10,,10,,10,,36,0.722,12,,
03M859_White,03M859,White,17,0.0085,17,1.0,17,1.0,,,25,0.84,0.15000000000000002
03M860_Asian,03M860,Asian,,,,,,,4,,,,
03M860_Black,03M860,Black,36,0.00363,36,0.861,36,0.972,159,0.642,30,0.633,0.498
03M860_Hispanic or Latinx,03M860,Hispanic,23,0.004370000000000001,23,0.87,23,0.957,85,0.647,25,0.56,0.43299999999999994
03M860_White,03M860,White,2,,2,,2,,,,2,,
04M372_Asian,04M372,Asian,,,,,,,3,,,,
04M372_Black,04M372,Black,12,,12,,12,,46,0.37,7,,
04M372_Hispanic or Latinx,04M372,Hispanic,67,0.00343,67,0.836,67,0.925,296,0.48,58,0.362,0.493
04M372_White,04M372,White,3,,3,,3,,,,,,
04M435_Asian,04M435,Asian,80,0.00894,80,0.988,80,1.0,420,0.876,98,0.918,0.09399999999999997
04M435_Black,04M435,Black,49,0.008100000000000001,49,0.959,49,0.959,279,0.817,58,0.931,0.1489999999999999
04M435_Hispanic or Latinx,04M435,Hispanic,146,0.00772,146,0.966,146,0.979,746,0.82,175,0.789,0.19399999999999995
04M435_White,04M435,White,45,0.00936,45,1.0,45,1.0,,,43,0.884,0.06400000000000006
04M495_Asian,04M495,Asian,8,,8,,8,,31,0.677,6,,
04M495_Black,04M495,Black,19,0.00812,19,1.0,19,1.0,104,0.712,24,0.833,0.18799999999999994
04M495_Hispanic or Latinx,04M495,Hispanic,53,0.00807,53,0.981,53,0.981,238,0.723,59,0.763,0.17399999999999993
04M495_White,04M495,White,6,,6,,6,,,,7,,
04M555_Asian,04M555,Asian,19,0.009179999999999999,19,1.0,19,1.0,52,0.865,20,0.9,0.08200000000000007
04M555_Black,04M555,Black,17,0.007609999999999999,17,1.0,17,1.0,109,0.807,28,0.857,0.2390000000000001
04M555_Hispanic or Latinx,04M555,Hispanic,67,0.00774,67,1.0,67,1.0,279,0.857,58,0.759,0.22599999999999998
04M555_White,04M555,White,12,,12,,12,,,,9,,
04M680_Asian,04M680,Asian,1,,1,,1,,3,,1,,
04M680_Black,04M680,Black,16,0.0036,16,0.938,16,0.938,80,0.475,22,0.273,0.578
04M680_Hispanic or Latinx,04M680,Hispanic,36,0.0038,36,0.917,36,0.944,152,0.526,37,0.595,0.537
04M680_White,04M680,White,1,,1,,1,,,,2,,
05M148_Asian,05M148,Asian,,,,,,,,,1,,
05M148_Black,05M148,Black,28,0.00403,28,0.929,29,0.931,113,0.478,20,0.6,0.526
05M148_Hispanic or Latinx,05M148,Hispanic,10,,10,,10,,53,0.642,14,,
05M148_White,05M148,White,,,,,,,,,,,
05M157_Asian,05M157,Asian,,,,,,,2,,,,
05M157_Black,05M157,Black,19,0.0030499999999999998,19,0.789,19,0.842,81,0.407,11,,0.48400000000000004
05M157_Hispanic or Latinx,05M157,Hispanic,18,0.00302,18,0.667,18,0.722,78,0.256,13,,0.36500000000000005
05M157_White,05M157,White,,,,,,,,,1,,
05M304_Asian,05M304,Asian,,,,,,,3,,,,
05M304_Black,05M304,Black,20,0.00402,20,0.9,20,0.95,100,0.41,20,0.6,0.498
05M304_Hispanic or Latinx,05M304,Hispanic,27,0.00373,27,0.852,27,0.926,180,0.483,25,0.72,0.479
05M304_White,05M304,White,3,,3,,3,,,,1,,
05M362_Asian,05M362,Asian,10,,10,,10,,42,0.857,8,,
05M362_Black,05M362,Black,20,0.00782,20,0.9,20,0.95,88,0.864,16,0.938,0.118
05M362_Hispanic or Latinx,05M362,Hispanic,34,0.0084,34,0.971,34,1.0,157,0.739,42,0.738,0.131
05M362_White,05M362,White,31,0.00943,31,1.0,31,1.0,,,28,0.75,0.05700000000000005
05M369_Asian,05M369,Asian,1,,1,,1,,,,,,
05M369_Black,05M369,Black,19,0.00418,19,0.842,19,0.842,105,0.352,47,0.596,0.424
05M369_Hispanic or Latinx,05M369,Hispanic,11,,11,,11,,91,0.341,23,0.652,
05M369_White,05M369,White,,,,,,,,,,,
05M499_Asian,05M499,Asian,,,,,,,5,,,,
05M499_Black,05M499,Black,72,0.0045899999999999995,72,0.917,72,0.958,301,0.704,73,0.658,0.4580000000000001
05M499_Hispanic or Latinx,05M499,Hispanic,38,0.00365,38,0.789,38,0.868,185,0.654,36,0.694,0.42400000000000004
05M499_White,05M499,White,8,,8,,8,,,,3,,
05M670_Asian,05M670,Asian,1,,1,,1,,1,,,,
05M670_Black,05M670,Black,57,0.00441,57,0.877,57,0.912,199,0.518,44,0.068,0.436
05M670_Hispanic or Latinx,05M670,Hispanic,12,,12,,12,,75,0.44,23,0.304,
05M670_White,05M670,White,1,,1,,1,,,,1,,
05M692_Asian,05M692,Asian,54,0.00974,54,1.0,54,1.0,166,0.958,40,0.925,0.025999999999999912
05M692_Black,05M692,Black,12,,12,,12,,51,0.902,18,0.889,
05M692_Hispanic or Latinx,05M692,Hispanic,24,0.009399999999999999,24,1.0,24,1.0,91,0.846,26,0.846,0.06000000000000005
05M692_White,05M692,White,45,0.009640000000000001,45,1.0,45,1.0,,,51,0.824,0.03599999999999992
06M211_Asian,06M211,Asian,1,,1,,1,,4,,1,,
06M211_Black,06M211,Black,4,,4,,4,,20,0.65,5,,
06M211_Hispanic or Latinx,06M211,Hispanic,69,0.00426,69,0.826,69,0.928,367,0.681,76,0.697,0.39999999999999997
06M211_White,06M211,White,1,,1,,1,,,,,,
06M293_Asian,06M293,Asian,,,,,,,,,,,
06M293_Black,06M293,Black,3,,3,,3,,6,,1,,
06M293_Hispanic or Latinx,06M293,Hispanic,79,0.00602,79,0.949,79,0.975,325,0.643,75,0.947,0.347
06M293_White,06M293,White,,,,,,,,,2,,
06M346_Asian,06M346,Asian,1,,1,,1,,5,,,,
06M346_Black,06M346,Black,8,,8,,8,,40,0.45,11,,
06M346_Hispanic or Latinx,06M346,Hispanic,79,0.00483,79,0.823,79,0.899,296,0.622,73,0.425,0.33999999999999997
06M346_White,06M346,White,2,,2,,2,,,,,,
06M348_Asian,06M348,Asian,,,,,,,3,,1,,
06M348_Black,06M348,Black,2,,2,,2,,12,,,,
06M348_Hispanic or Latinx,06M348,Hispanic,95,0.00457,95,0.853,95,0.905,398,0.515,119,0.739,0.39599999999999996
06M348_White,06M348,White,1,,1,,1,,,,1,,
06M462_Asian,06M462,Asian,2,,2,,2,,4,,1,,
06M462_Black,06M462,Black,5,,5,,5,,35,0.429,11,,
06M462_Hispanic or Latinx,06M462,Hispanic,50,0.00515,50,0.94,50,1.0,328,0.552,59,0.661,0.42499999999999993
06M462_White,06M462,White,1,,1,,1,,,,,,
06M463_Asian,06M463,Asian,1,,1,,1,,3,,1,,
06M463_Black,06M463,Black,9,,9,,9,,32,0.375,5,,
06M463_Hispanic or Latinx,06M463,Hispanic,83,0.0042899999999999995,83,0.892,83,0.94,349,0.45,66,0.485,0.463
06M463_White,06M463,White,,,,,,,,,1,,
06M467_Asian,06M467,Asian,,,,,,,4,,,,
06M467_Black,06M467,Black,7,,7,,7,,30,0.333,15,0.733,
06M467_Hispanic or Latinx,06M467,Hispanic,86,0.00419,86,0.93,86,0.977,485,0.489,77,0.74,0.5110000000000001
06M467_White,06M467,White,2,,2,,2,,,,1,,
06M468_Asian,06M468,Asian,3,,3,,3,,5,,2,,
06M468_Black,06M468,Black,9,,9,,9,,34,0.5,6,,
06M468_Hispanic or Latinx,06M468,Hispanic,79,0.00385,79,0.937,79,0.975,424,0.46,66,0.697,0.552
06M468_White,06M468,White,1,,1,,1,,,,2,,
06M540_Asian,06M540,Asian,11,,11,,11,,26,0.692,10,,
06M540_Black,06M540,Black,96,0.00469,96,0.875,96,0.938,460,0.615,101,0.554,0.406
06M540_Hispanic or Latinx,06M540,Hispanic,194,0.00396,194,0.711,194,0.809,872,0.579,195,0.482,0.31499999999999995
06M540_White,06M540,White,8,,8,,8,,,,7,,
06M552_Asian,06M552,Asian,,,,,,,,,,,
06M552_Black,06M552,Black,,,,,,,,,,,
06M552_Hispanic or Latinx,06M552,Hispanic,162,0.004920000000000001,162,0.907,162,0.951,681,0.656,157,0.471,0.415
06M552_White,06M552,White,,,,,,,,,,,
07X221_Asian,07X221,Asian,1,,1,,1,,1,,,,
07X221_Black,07X221,Black,18,0.00364,18,0.944,18,0.944,105,0.676,33,0.667,0.58
07X221_Hispanic or Latinx,07X221,Hispanic,71,0.00524,71,0.986,71,1.0,266,0.733,50,0.64,0.46199999999999997
07X221_White,07X221,White,2,,2,,2,,,,,,
07X223_Asian,07X223,Asian,,,,,,,2,,,,
07X223_Black,07X223,Black,20,0.00557,20,0.9,20,0.95,73,0.685,10,,0.34299999999999997
07X223_Hispanic or Latinx,07X223,Hispanic,67,0.00703,67,1.0,67,1.0,312,0.699,76,0.75,0.29700000000000004
07X223_White,07X223,White,,,,,,,,,,,
07X259_Asian,07X259,Asian,2,,2,,2,,10,,1,,
07X259_Black,07X259,Black,46,0.00419,46,0.804,46,0.891,263,0.449,30,0.833,0.38500000000000006
07X259_Hispanic or Latinx,07X259,Hispanic,75,0.00472,75,0.893,75,0.933,455,0.462,64,0.547,0.421
07X259_White,07X259,White,1,,1,,1,,,,,,
07X334_Asian,07X334,Asian,1,,1,,1,,7,,1,,
07X334_Black,07X334,Black,9,,9,,9,,57,0.825,16,0.813,
07X334_Hispanic or Latinx,07X334,Hispanic,76,0.004220000000000001,76,0.711,76,0.829,323,0.498,51,0.353,0.2889999999999999
07X334_White,07X334,White,1,,1,,1,,,,2,,
07X427_Asian,07X427,Asian,,,,,,,,,,,
07X427_Black,07X427,Black,18,0.00363,18,0.833,18,0.889,64,0.453,8,,0.47
07X427_Hispanic or Latinx,07X427,Hispanic,28,0.0029100000000000003,28,0.75,28,0.857,139,0.388,32,0.688,0.45899999999999996
07X427_White,07X427,White,1,,1,,1,,,,,,
07X473_Asian,07X473,Asian,,,,,,,,,2,,
07X473_Black,07X473,Black,9,,9,,9,,44,0.523,9,,
07X473_Hispanic or Latinx,07X473,Hispanic,39,0.0032899999999999995,39,0.667,39,0.795,169,0.533,27,0.407,0.3380000000000001
07X473_White,07X473,White,1,,1,,1,,,,,,
07X495_Asian,07X495,Asian,8,,8,,8,,19,0.737,10,,
07X495_Black,07X495,Black,41,0.00736,41,1.0,41,1.0,199,0.759,44,0.909,0.264
07X495_Hispanic or Latinx,07X495,Hispanic,82,0.00745,82,1.0,82,1.0,355,0.704,77,0.87,0.255
07X495_White,07X495,White,3,,3,,3,,,,4,,
07X500_Asian,07X500,Asian,,,,,,,2,,1,,
07X500_Black,07X500,Black,16,0.00678,16,0.813,16,1.0,75,0.547,15,0.867,0.135
07X500_Hispanic or Latinx,07X500,Hispanic,56,0.00663,56,0.929,56,0.964,225,0.409,49,0.653,0.2660000000000001
07X500_White,07X500,White,2,,2,,2,,,,,,
07X522_Asian,07X522,Asian,1,,1,,1,,3,,,,
07X522_Black,07X522,Black,10,,10,,10,,76,0.605,12,,
07X522_Hispanic or Latinx,07X522,Hispanic,23,0.00427,23,0.957,23,0.957,154,0.604,29,0.414,0.5299999999999999
07X522_White,07X522,White,,,,,,,,,,,
07X527_Asian,07X527,Asian,1,,1,,1,,4,,1,,
07X527_Black,07X527,Black,41,0.00419,41,0.902,41,0.902,124,0.524,29,0.759,0.48300000000000004
07X527_Hispanic or Latinx,07X527,Hispanic,59,0.0038799999999999998,59,0.797,59,0.881,253,0.462,67,0.791,0.4090000000000001
07X527_White,07X527,White,2,,2,,2,,,,1,,
07X548_Asian,07X548,Asian,,,,,,,,,,,
07X548_Black,07X548,Black,21,0.00215,21,0.714,21,0.762,123,0.512,30,0.567,0.499
07X548_Hispanic or Latinx,07X548,Hispanic,71,0.0024600000000000004,71,0.69,71,0.775,334,0.533,87,0.345,0.44399999999999995
07X548_White,07X548,White,1,,1,,1,,,,2,,
07X551_Asian,07X551,Asian,,,,,,,,,3,,
07X551_Black,07X551,Black,25,0.0042,25,0.88,25,0.92,98,0.337,27,0.593,0.46
07X551_Hispanic or Latinx,07X551,Hispanic,52,0.00392,52,0.827,52,0.904,199,0.357,40,0.5,0.43499999999999994
07X551_White,07X551,White,2,,2,,2,,,,6,,
07X600_Asian,07X600,Asian,2,,2,,2,,7,,1,,
07X600_Black,07X600,Black,21,0.00435,21,0.81,21,0.905,114,0.474,23,0.522,0.37500000000000006
07X600_Hispanic or Latinx,07X600,Hispanic,55,0.00433,55,0.873,55,0.909,287,0.418,71,0.38,0.44
07X600_White,07X600,White,1,,1,,1,,,,1,,
07X625_Asian,07X625,Asian,,,,,,,2,,,,
07X625_Black,07X625,Black,16,0.00477,16,0.813,16,0.875,89,0.427,22,0.773,0.3359999999999999
07X625_Hispanic or Latinx,07X625,Hispanic,32,0.004370000000000001,32,0.688,32,0.906,217,0.323,33,0.758,0.2509999999999999
07X625_White,07X625,White,1,,1,,1,,,,,,
07X670_Asian,07X670,Asian,,,,,,,,,,,
07X670_Black,07X670,Black,20,0.00468,20,0.85,20,1.0,80,0.588,17,0.647,0.382
07X670_Hispanic or Latinx,07X670,Hispanic,38,0.00361,38,0.684,38,0.816,168,0.524,22,0.409,0.32300000000000006
07X670_White,07X670,White,,,,,,,,,1,,
08X269_Asian,08X269,Asian,1,,1,,1,,5,,1,,
08X269_Black,08X269,Black,16,0.00332,16,0.938,16,1.0,60,0.417,12,,0.6059999999999999
08X269_Hispanic or Latinx,08X269,Hispanic,53,0.00428,53,0.925,53,0.981,247,0.453,66,0.636,0.49700000000000005
08X269_White,08X269,White,1,,1,,1,,,,,,
08X282_Asian,08X282,Asian,5,,5,,5,,27,0.741,3,,
08X282_Black,08X282,Black,16,0.00594,16,1.0,16,1.0,57,0.632,9,,0.406
08X282_Hispanic or Latinx,08X282,Hispanic,18,0.00314,18,0.722,18,0.778,86,0.43,15,0.467,0.408
08X282_White,08X282,White,5,,5,,5,,,,5,,
08X293_Asian,08X293,Asian,,,,,,,12,,,,
08X293_Black,08X293,Black,24,0.004699999999999999,24,0.958,24,1.0,109,0.532,26,0.538,0.488
08X293_Hispanic or Latinx,08X293,Hispanic,69,0.00484,69,0.884,69,0.884,262,0.542,75,0.413,0.4
08X293_White,08X293,White,2,,2,,2,,,,9,,
08X312_Asian,08X312,Asian,,,,,,,11,,1,,
08X312_Black,08X312,Black,24,0.0049,24,0.917,24,0.958,97,0.567,22,0.682,0.42700000000000005
08X312_Hispanic or Latinx,08X312,Hispanic,50,0.00525,50,0.98,50,1.0,233,0.558,50,0.54,0.45499999999999996
08X312_White,08X312,White,,,,,,,,,3,,
08X320_Asian,08X320,Asian,9,,9,,9,,28,0.536,5,,
08X320_Black,08X320,Black,23,0.00498,23,0.783,23,0.87,99,0.434,18,0.278,0.28500000000000003
08X320_Hispanic or Latinx,08X320,Hispanic,30,0.00332,30,0.767,30,0.9,169,0.296,45,0.378,0.435
08X320_White,08X320,White,4,,4,,4,,,,4,,
08X348_Asian,08X348,Asian,8,,8,,8,,37,0.568,6,,
08X348_Black,08X348,Black,24,0.0037200000000000006,24,0.917,24,0.958,97,0.495,17,0.412,0.5449999999999999
08X348_Hispanic or Latinx,08X348,Hispanic,39,0.0035600000000000002,39,0.769,39,0.821,173,0.312,64,0.359,0.413
08X348_White,08X348,White,9,,9,,9,,,,8,,
08X349_Asian,08X349,Asian,10,,10,,10,,37,0.703,6,,
08X349_Black,08X349,Black,16,0.00536,16,0.938,16,1.0,90,0.622,26,0.577,0.4019999999999999
08X349_Hispanic or Latinx,08X349,Hispanic,74,0.00489,74,0.946,74,0.946,272,0.566,71,0.718,0.45699999999999996
08X349_White,08X349,White,5,,5,,5,,,,7,,
08X367_Asian,08X367,Asian,3,,3,,3,,21,0.619,2,,
08X367_Black,08X367,Black,16,0.00454,16,0.875,16,0.875,59,0.441,18,0.333,0.42100000000000004
08X367_Hispanic or Latinx,08X367,Hispanic,57,0.0036200000000000004,57,0.842,57,0.947,191,0.424,39,0.436,0.4799999999999999
08X367_White,08X367,White,1,,1,,1,,,,,,
08X376_Asian,08X376,Asian,2,,2,,2,,23,0.304,1,,
08X376_Black,08X376,Black,11,,11,,11,,65,0.308,9,,
08X376_Hispanic or Latinx,08X376,Hispanic,44,0.00386,44,0.909,44,0.932,177,0.401,31,0.645,0.523
08X376_White,08X376,White,2,,2,,2,,,,1,,
08X405_Asian,08X405,Asian,21,0.00502,21,0.81,21,0.857,81,0.704,15,0.867,0.30800000000000005
08X405_Black,08X405,Black,59,0.004070000000000001,59,0.763,59,0.864,279,0.62,64,0.656,0.356
08X405_Hispanic or Latinx,08X405,Hispanic,138,0.00382,138,0.826,138,0.891,654,0.635,127,0.622,0.44399999999999995
08X405_White,08X405,White,23,0.00384,23,0.652,23,0.826,,,13,,0.268
08X432_Asian,08X432,Asian,8,,8,,8,,31,0.548,11,,
08X432_Black,08X432,Black,6,,6,,6,,34,0.618,10,,
08X432_Hispanic or Latinx,08X432,Hispanic,67,0.004710000000000001,67,0.896,67,0.925,316,0.528,75,0.573,0.425
08X432_White,08X432,White,1,,1,,1,,,,3,,
08X452_Asian,08X452,Asian,1,,1,,1,,18,0.833,1,,
08X452_Black,08X452,Black,15,0.0036700000000000005,16,0.875,16,1.0,104,0.615,24,0.75,0.508
08X452_Hispanic or Latinx,08X452,Hispanic,41,0.004320000000000001,42,0.929,42,0.952,197,0.548,50,0.7,0.497
08X452_White,08X452,White,3,,3,,3,,,,1,,
08X530_Asian,08X530,Asian,1,,1,,1,,3,,,,
08X530_Black,08X530,Black,29,0.00452,29,0.793,29,0.931,113,0.504,23,0.522,0.341
08X530_Hispanic or Latinx,08X530,Hispanic,51,0.004379999999999999,51,0.824,51,0.902,254,0.457,41,0.488,0.386
08X530_White,08X530,White,1,,1,,1,,,,1,,
08X558_Asian,08X558,Asian,14,,14,,14,,51,0.549,7,,
08X558_Black,08X558,Black,25,0.004079999999999999,25,0.88,25,0.92,117,0.479,23,0.565,0.47200000000000003
08X558_Hispanic or Latinx,08X558,Hispanic,49,0.00442,49,0.939,49,0.98,221,0.376,59,0.424,0.49699999999999994
08X558_White,08X558,White,4,,4,,4,,,,10,,
08X561_Asian,08X561,Asian,8,,8,,8,,31,0.645,6,,
08X561_Black,08X561,Black,23,0.00377,23,0.957,23,0.957,123,0.626,26,0.538,0.58
08X561_Hispanic or Latinx,08X561,Hispanic,54,0.0039299999999999995,54,0.87,54,0.87,253,0.538,42,0.5,0.47700000000000004
08X561_White,08X561,White,,,,,,,,,2,,
08X636_Asian,08X636,Asian,,,,,,,18,0.833,,,
08X636_Black,08X636,Black,,,,,,,67,0.701,,,
08X636_Hispanic or Latinx,08X636,Hispanic,3,,3,,3,,126,0.548,,,
08X636_White,08X636,White,1,,1,,1,,,,,,
09X227_Asian,09X227,Asian,4,,4,,4,,6,,1,,
09X227_Black,09X227,Black,29,0.00576,29,0.931,29,0.966,133,0.669,28,0.714,0.355
09X227_Hispanic or Latinx,09X227,Hispanic,67,0.0055899999999999995,67,0.925,67,0.955,294,0.619,62,0.677,0.3660000000000001
09X227_White,09X227,White,,,,,,,,,2,,
09X231_Asian,09X231,Asian,1,,1,,1,,3,,,,
09X231_Black,09X231,Black,34,0.00387,34,0.941,34,0.971,176,0.847,42,0.452,0.5539999999999999
09X231_Hispanic or Latinx,09X231,Hispanic,25,0.00385,25,0.92,25,0.96,158,0.842,25,0.56,0.535
09X231_White,09X231,White,,,,,,,,,,,
09X241_Asian,09X241,Asian,,,,,,,,,,,
09X241_Black,09X241,Black,20,0.00392,20,0.95,20,0.95,83,0.542,21,0.524,0.5579999999999999
09X241_Hispanic or Latinx,09X241,Hispanic,52,0.00442,52,0.865,52,0.904,225,0.342,64,0.656,0.423
09X241_White,09X241,White,,,,,,,,,,,
09X250_Asian,09X250,Asian,,,,,,,2,,2,,
09X250_Black,09X250,Black,27,0.00526,27,0.889,27,0.926,108,0.648,25,0.88,0.363
09X250_Hispanic or Latinx,09X250,Hispanic,67,0.00489,67,0.91,67,0.955,257,0.537,43,0.767,0.42100000000000004
09X250_White,09X250,White,1,,1,,1,,,,3,,
09X252_Asian,09X252,Asian,1,,1,,1,,2,,1,,
09X252_Black,09X252,Black,16,0.00466,16,0.875,16,0.875,96,0.594,31,0.677,0.409
09X252_Hispanic or Latinx,09X252,Hispanic,59,0.00382,59,0.864,59,0.898,229,0.472,63,0.683,0.482
09X252_White,09X252,White,1,,1,,1,,,,1,,
09X260_Asian,09X260,Asian,1,,1,,1,,23,0.783,9,,
09X260_Black,09X260,Black,25,0.005829999999999999,25,0.96,25,0.96,119,0.756,27,0.741,0.377
09X260_Hispanic or Latinx,09X260,Hispanic,58,0.005639999999999999,58,0.948,58,1.0,244,0.566,51,0.725,0.384
09X260_White,09X260,White,4,,4,,4,,,,5,,
09X263_Asian,09X263,Asian,,,,,,,,,,,
09X263_Black,09X263,Black,27,0.00396,27,0.926,27,0.963,117,0.453,18,0.444,0.53
09X263_Hispanic or Latinx,09X263,Hispanic,36,0.0035499999999999998,36,0.778,36,0.889,184,0.424,32,0.406,0.42300000000000004
09X263_White,09X263,White,,,,,,,,,,,
09X297_Asian,09X297,Asian,,,,,,,1,,1,,
09X297_Black,09X297,Black,31,0.004,31,0.806,31,0.806,127,0.465,26,0.577,0.406
09X297_Hispanic or Latinx,09X297,Hispanic,79,0.00483,79,0.861,79,0.937,324,0.417,80,0.588,0.378
09X297_White,09X297,White,3,,3,,3,,,,1,,
09X324_Asian,09X324,Asian,,,,,,,3,,3,,
09X324_Black,09X324,Black,13,,13,,13,,49,0.612,20,0.85,
09X324_Hispanic or Latinx,09X324,Hispanic,53,0.00544,53,0.962,53,1.0,211,0.611,53,0.509,0.4179999999999999
09X324_White,09X324,White,,,,,,,,,,,
09X327_Asian,09X327,Asian,,,,,,,,,,,
09X327_Black,09X327,Black,19,0.0047799999999999995,19,0.947,19,1.0,68,0.5,18,0.333,0.469
09X327_Hispanic or Latinx,09X327,Hispanic,88,0.00488,88,0.932,88,0.955,324,0.556,76,0.763,0.44400000000000006
09X327_White,09X327,White,,,,,,,,,,,
09X329_Asian,09X329,Asian,,,,,,,,,1,,
09X329_Black,09X329,Black,14,,14,,14,,90,0.678,16,0.688,
09X329_Hispanic or Latinx,09X329,Hispanic,36,0.00409,36,0.861,36,0.917,217,0.636,44,0.614,0.452
09X329_White,09X329,White,1,,1,,1,,,,,,
09X365_Asian,09X365,Asian,,,,,,,,,,,
09X365_Black,09X365,Black,,,,,,,,,,,
09X365_Hispanic or Latinx,09X365,Hispanic,85,0.00628,85,0.988,85,0.988,379,0.744,80,0.625,0.36
09X365_White,09X365,White,,,,,,,,,,,
09X403_Asian,09X403,Asian,3,,3,,3,,7,,,,
09X403_Black,09X403,Black,32,0.00544,32,1.0,32,1.0,135,0.556,9,,0.45599999999999996
09X403_Hispanic or Latinx,09X403,Hispanic,77,0.004,77,0.857,77,0.909,309,0.311,51,0.235,0.45699999999999996
09X403_White,09X403,White,2,,2,,2,,,,1,,
09X412_Asian,09X412,Asian,,,,,,,1,,1,,
09X412_Black,09X412,Black,18,0.00268,18,0.944,18,1.0,100,0.44,23,0.565,0.6759999999999999
09X412_Hispanic or Latinx,09X412,Hispanic,55,0.00232,55,0.782,55,0.873,213,0.451,40,0.475,0.55
09X412_White,09X412,White,2,,2,,2,,,,,,
09X413_Asian,09X413,Asian,4,,4,,4,,12,,2,,
09X413_Black,09X413,Black,11,,11,,11,,52,0.731,23,0.652,
09X413_Hispanic or Latinx,09X413,Hispanic,28,0.005429999999999999,28,0.857,28,0.929,194,0.706,41,0.756,0.31400000000000006
09X413_White,09X413,White,,,,,,,,,,,
09X505_Asian,09X505,Asian,2,,2,,2,,3,,,,
09X505_Black,09X505,Black,24,0.0055000000000000005,24,0.958,24,0.958,96,0.625,31,0.677,0.4079999999999999
09X505_Hispanic or Latinx,09X505,Hispanic,84,0.0048,84,0.881,84,0.929,341,0.657,87,0.759,0.401
09X505_White,09X505,White,,,,,,,,,,,
09X517_Asian,09X517,Asian,,,,,,,,,,,
09X517_Black,09X517,Black,27,0.00414,27,0.889,27,0.889,110,0.691,20,0.55,0.47500000000000003
09X517_Hispanic or Latinx,09X517,Hispanic,35,0.0032299999999999994,35,0.829,35,0.886,145,0.703,42,0.286,0.506
09X517_White,09X517,White,1,,1,,1,,,,1,,
09X525_Asian,09X525,Asian,,,,,,,1,,,,
09X525_Black,09X525,Black,22,0.0036200000000000004,22,0.727,22,0.909,125,0.656,22,0.409,0.36499999999999994
09X525_Hispanic or Latinx,09X525,Hispanic,57,0.0028899999999999998,57,0.719,57,0.737,252,0.567,47,0.447,0.43
09X525_White,09X525,White,2,,2,,2,,,,,,
09X543_Asian,09X543,Asian,,,,,,,,,,,
09X543_Black,09X543,Black,4,,4,,4,,39,0.641,6,,
09X543_Hispanic or Latinx,09X543,Hispanic,20,0.00399,20,0.9,20,0.95,99,0.646,26,0.615,0.5010000000000001
09X543_White,09X543,White,,,,,,,,,,,
09X564_Asian,09X564,Asian,,,,,,,5,,,,
09X564_Black,09X564,Black,27,0.0053100000000000005,27,0.963,27,1.0,113,0.708,18,0.833,0.43199999999999994
09X564_Hispanic or Latinx,09X564,Hispanic,73,0.004699999999999999,73,0.849,73,0.863,367,0.619,55,0.491,0.379
09X564_White,09X564,White,2,,2,,2,,,,2,,
09X568_Asian,09X568,Asian,2,,2,,2,,10,,5,,
09X568_Black,09X568,Black,19,0.00573,19,0.947,19,0.947,86,0.64,20,0.8,0.374
09X568_Hispanic or Latinx,09X568,Hispanic,49,0.0066099999999999996,49,0.959,49,0.98,210,0.6,41,0.829,0.29800000000000004
09X568_White,09X568,White,2,,2,,2,,,,1,,
10X141_Asian,10X141,Asian,7,,7,,7,,33,0.848,8,,
10X141_Black,10X141,Black,10,,10,,10,,62,0.758,8,,
10X141_Hispanic or Latinx,10X141,Hispanic,84,0.00557,84,0.952,84,0.964,443,0.783,114,0.728,0.3949999999999999
